,scores,paramters
517,0.704122567429,"[50, 10, 300, 32, 300]"
518,0.704549334244,"[50, 10, 300, 32, 300]"
519,0.597601570502,"[50, 10, 300, 32, 300]"
520,0.634602253329,"[50, 10, 300, 32, 300]"
521,0.665798907477,"[50, 10, 300, 32, 300]"
522,0.648557528167,"[50, 10, 300, 32, 100]"
523,0.711078866507,"[50, 10, 300, 32, 100]"
524,0.6793274155,"[50, 10, 300, 32, 100]"
525,0.697763741891,"[50, 10, 300, 32, 100]"
526,0.606947763742,"[50, 10, 300, 32, 100]"
527,0.55577842267,"[50, 10, 300, 32, 100]"
528,0.665756230795,"[50, 10, 300, 32, 100]"
529,0.682442813247,"[50, 10, 300, 32, 100]"
530,0.643180266302,"[50, 10, 300, 32, 100]"
531,0.502133834073,"[50, 10, 300, 32, 32]"
532,0.540116080574,"[50, 10, 300, 32, 32]"
533,0.58996244452,"[50, 10, 300, 32, 32]"
534,0.578012973711,"[50, 10, 300, 32, 32]"
535,0.474052577672,"[50, 10, 300, 32, 32]"
536,0.618342437692,"[50, 10, 300, 32, 32]"
537,0.64339364971,"[50, 10, 300, 32, 32]"
538,0.536147149198,"[50, 10, 300, 32, 32]"
539,0.633791396381,"[50, 10, 300, 32, 32]"
540,0.5782690338,"[50, 10, 100, 100, 300]"
541,0.505291908501,"[50, 10, 100, 100, 300]"
542,0.658501194947,"[50, 10, 100, 100, 300]"
543,0.691362239672,"[50, 10, 100, 100, 300]"
544,0.596406623421,"[50, 10, 100, 100, 300]"
545,0.630590645271,"[50, 10, 100, 100, 300]"
546,0.599180607716,"[50, 10, 100, 100, 300]"
547,0.566831683168,"[50, 10, 100, 100, 300]"
548,0.465005121202,"[50, 10, 100, 100, 300]"
549,0.626194947081,"[50, 10, 100, 100, 100]"
550,0.585652099693,"[50, 10, 100, 100, 100]"
551,0.575751109594,"[50, 10, 100, 100, 100]"
552,0.520954250597,"[50, 10, 100, 100, 100]"
553,0.557272106521,"[50, 10, 100, 100, 100]"
554,0.673096620007,"[50, 10, 100, 100, 100]"
555,0.538110276545,"[50, 10, 100, 100, 100]"
556,0.57506828269,"[50, 10, 100, 100, 100]"
557,0.595766473199,"[50, 10, 100, 100, 100]"
558,0.622567429157,"[50, 10, 100, 100, 32]"
559,0.632809832707,"[50, 10, 100, 100, 32]"
560,0.611300785251,"[50, 10, 100, 100, 32]"
561,0.622183339024,"[50, 10, 100, 100, 32]"
562,0.662811539775,"[50, 10, 100, 100, 32]"
563,0.69831853875,"[50, 10, 100, 100, 32]"
564,0.537427449642,"[50, 10, 100, 100, 32]"
565,0.619409354729,"[50, 10, 100, 100, 32]"
566,0.579890747695,"[50, 10, 100, 100, 32]"
567,0.544853192216,"[50, 10, 100, 32, 300]"
568,0.510413110277,"[50, 10, 100, 32, 300]"
569,0.630206555138,"[50, 10, 100, 32, 300]"
570,0.612922499146,"[50, 10, 100, 32, 300]"
571,0.585225332878,"[50, 10, 100, 32, 300]"
572,0.692685216798,"[50, 10, 100, 32, 300]"
573,0.58176852168,"[50, 10, 100, 32, 300]"
574,0.654318880164,"[50, 10, 100, 32, 300]"
575,0.633407306248,"[50, 10, 100, 32, 300]"
576,0.638955274838,"[50, 10, 100, 32, 100]"
577,0.580957664732,"[50, 10, 100, 32, 100]"
578,0.613391942643,"[50, 10, 100, 32, 100]"
579,0.691020826221,"[50, 10, 100, 32, 100]"
580,0.613861386139,"[50, 10, 100, 32, 100]"
581,0.646679754182,"[50, 10, 100, 32, 100]"
582,0.630377261864,"[50, 10, 100, 32, 100]"
583,0.395996927279,"[50, 10, 100, 32, 100]"
584,0.561795834756,"[50, 10, 100, 32, 100]"
585,0.608313417549,"[50, 10, 100, 32, 32]"
586,0.668743598498,"[50, 10, 100, 32, 32]"
587,0.590773301468,"[50, 10, 100, 32, 32]"
588,0.575452372823,"[50, 10, 100, 32, 32]"
589,0.545621372482,"[50, 10, 100, 32, 32]"
590,0.638315124616,"[50, 10, 100, 32, 32]"
591,0.646807784227,"[50, 10, 100, 32, 32]"
592,0.615312393308,"[50, 10, 100, 32, 32]"
593,0.67202970297,"[50, 10, 100, 32, 32]"
594,0.424718333902,"[50, 10, 32, 100, 300]"
595,0.467437692045,"[50, 10, 32, 100, 300]"
596,0.583048822124,"[50, 10, 32, 100, 300]"
597,0.582579378628,"[50, 10, 32, 100, 300]"
598,0.50204848071,"[50, 10, 32, 100, 300]"
599,0.58293146125,"[50, 10, 32, 100, 300]"
600,0.652099692728,"[50, 10, 32, 100, 300]"
601,0.547093717992,"[50, 10, 32, 100, 300]"
602,0.646754438375,"[50, 10, 32, 100, 300]"
603,0.612495732332,"[50, 10, 32, 100, 100]"
604,0.548907476955,"[50, 10, 32, 100, 100]"
605,0.503115397747,"[50, 10, 32, 100, 100]"
606,0.521252987368,"[50, 10, 32, 100, 100]"
607,0.573275862069,"[50, 10, 32, 100, 100]"
608,0.570544554455,"[50, 10, 32, 100, 100]"
609,0.571782178218,"[50, 10, 32, 100, 100]"
610,0.558765790372,"[50, 10, 32, 100, 100]"
611,0.577159440082,"[50, 10, 32, 100, 100]"
612,0.622097985661,"[50, 10, 32, 100, 32]"
613,0.670834755889,"[50, 10, 32, 100, 32]"
614,0.574854899283,"[50, 10, 32, 100, 32]"
615,0.569093547286,"[50, 10, 32, 100, 32]"
616,0.598369750768,"[50, 10, 32, 100, 32]"
617,0.606649026972,"[50, 10, 32, 100, 32]"
618,0.61070331171,"[50, 10, 32, 100, 32]"
619,0.625725503585,"[50, 10, 32, 100, 32]"
620,0.547115056333,"[50, 10, 32, 100, 32]"
621,0.470713127347,"[50, 10, 32, 32, 300]"
622,0.474650051212,"[50, 10, 32, 32, 300]"
623,0.586249573233,"[50, 10, 32, 32, 300]"
624,0.623420962786,"[50, 10, 32, 32, 300]"
625,0.536061795835,"[50, 10, 32, 32, 300]"
626,0.493150392625,"[50, 10, 32, 32, 300]"
627,0.596705360191,"[50, 10, 32, 32, 300]"
628,0.63959542506,"[50, 10, 32, 32, 300]"
629,0.441116848754,"[50, 10, 32, 32, 300]"
630,0.482673267327,"[50, 10, 32, 32, 100]"
631,0.640150221919,"[50, 10, 32, 32, 100]"
632,0.66618299761,"[50, 10, 32, 32, 100]"
633,0.590944008194,"[50, 10, 32, 32, 100]"
634,0.618470467736,"[50, 10, 32, 32, 100]"
635,0.518436326391,"[50, 10, 32, 32, 100]"
636,0.652953226357,"[50, 10, 32, 32, 100]"
637,0.509388869921,"[50, 10, 32, 32, 100]"
638,0.56017412086,"[50, 10, 32, 32, 100]"
639,0.586036189826,"[50, 10, 32, 32, 32]"
640,0.570501877774,"[50, 10, 32, 32, 32]"
641,0.611471491977,"[50, 10, 32, 32, 32]"
642,0.601229088426,"[50, 10, 32, 32, 32]"
643,0.647106520997,"[50, 10, 32, 32, 32]"
644,0.604771252987,"[50, 10, 32, 32, 32]"
645,0.580445544554,"[50, 10, 32, 32, 32]"
646,0.518948446569,"[50, 10, 32, 32, 32]"
647,0.601485148515,"[50, 10, 32, 32, 32]"
